,id,filepath,site,conf,bbox,bbox_normalized,bbox_true,bbox_dino,Logits,pred_dino
2387,ZJ018875,test_features/ZJ018875.jpg,S0116,0.758,"(199, 60, 69, 92)","[0.0875, 0.5416, 0.1562, 0.2138]",True,[192  55  73 103],0.707493782043457,bird
2388,ZJ018876,test_features/ZJ018876.jpg,S0162,0.0952,"(201, 923, 91, 33)","[0.9572, 0.3648, 0.0427, 0.1833]",True,,,
2389,ZJ018877,test_features/ZJ018877.jpg,S0128,0.931,"(226, 346, 113, 152)","[0.5343, 0.6166, 0.25, 0.3361]",True,[212 343 127 170],0.4025123119354248,bird
2390,ZJ018878,test_features/ZJ018878.jpg,S0067,0.0106,"(211, 199, 57, 97)","[0.3046, 0.575, 0.164, 0.1805]",True,,,
2391,ZJ018879,test_features/ZJ018879.jpg,S0116,0.519,"(263, 100, 47, 58)","[0.1499, 0.7194, 0.1031, 0.1527]",True,[259  96  56  66],0.317239910364151,animal
2392,ZJ018880,test_features/ZJ018880.jpg,S0128,0.931,"(285, 300, 54, 128)","[0.4625, 0.7805, 0.2125, 0.1722]",True,[279 295  64 136],0.516025722026825,animal
2393,ZJ018881,test_features/ZJ018881.jpg,S0189,0.336,"(210, 121, 25, 35)","[0.325, 0.8583, 0.1194, 0.1375]",True,[201 112  38  52],0.32295840978622437,animal
2394,ZJ018882,test_features/ZJ018882.jpg,S0040,0.966,"(4, 4, 421, 727)","[0, 0, 0.7656, 0.7944]",True,[  0   0 430 732],0.774238109588623,leopard
2395,ZJ018883,test_features/ZJ018883.jpg,S0040,0.941,"(45, 4, 393, 739)","[0, 0.07592, 0.7781, 0.7425]",True,[ 41   0 402 746],0.7737997174263,leopard
2396,ZJ018884,test_features/ZJ018884.jpg,S0126,0.903,"(405, 483, 81, 137)","[0.4989, 0.7425, 0.151, 0.1648]",True,[400 476  96 131],0.5369142889976501,animal
2397,ZJ018885,test_features/ZJ018885.jpg,S0040,0.571,"(287, 6, 228, 950)","[0.002083, 0.524, 0.9979, 0.437]",True,,,
2398,ZJ018886,test_features/ZJ018886.jpg,S0055,0.834,"(97, 154, 153, 208)","[0.2343, 0.2583, 0.3375, 0.4472]",True,[ 91 163 154 200],0.4800103008747101,animal
2399,ZJ018887,test_features/ZJ018887.jpg,S0064,0.00988,"(246, 476, 206, 480)","[0.4916, 0.4481, 0.5083, 0.3962]",True,[ 21 387 116 101],0.36179375648498535,bird
2400,ZJ018888,test_features/ZJ018888.jpg,S0162,0.0576,"(373, 716, 146, 226)","[0.7416, 0.6833, 0.2437, 0.2851]",True,,,
2401,ZJ018889,test_features/ZJ018889.jpg,S0128,0.95,"(233, 4, 106, 155)","[0, 0.6361, 0.2546, 0.3166]",True,[229   0 113 161],0.3595156967639923,monkey_prosimian
2402,ZJ018890,test_features/ZJ018890.jpg,S0114,0.779,"(4, 5, 327, 496)","[0.001562, 0, 0.7875, 1.0]",True,[  0   0 334 502],0.6839678883552551,leopard
2403,ZJ018891,test_features/ZJ018891.jpg,S0040,0.837,"(455, 709, 63, 94)","[0.7343, 0.8351, 0.1062, 0.1314]",True,,,
2404,ZJ018892,test_features/ZJ018892.jpg,S0114,0.83,"(4, 4, 267, 168)","[0, 0, 0.275, 0.8208]",True,[  0   0 263 176],0.46600541472435,animal
2405,ZJ018893,test_features/ZJ018893.jpg,S0116,0.878,"(267, 72, 73, 83)","[0.1062, 0.7305, 0.1421, 0.2249]",True,[264  65  78  95],0.5216869711875916,bird
2406,ZJ018894,test_features/ZJ018894.jpg,S0072,0.177,"(270, 618, 67, 64)","[0.6395, 0.4925, 0.075, 0.1388]",True,,,
2407,ZJ018895,test_features/ZJ018895.jpg,S0128,0.349,"(227, 405, 26, 42)","[0.6265, 0.6194, 0.07812, 0.09444]",True,,,
2408,ZJ018896,test_features/ZJ018896.jpg,S0116,0.924,"(238, 337, 101, 81)","[0.5203, 0.6499, 0.139, 0.3027]",True,[234 337  99  85],0.4088194966316223,bird
2409,ZJ018897,test_features/ZJ018897.jpg,S0033,0.049,"(278, 85, 29, 18)","[0.1265, 0.7611, 0.04062, 0.1027]",True,,,
2410,ZJ018898,test_features/ZJ018898.jpg,S0072,0.591,"(491, 594, 29, 92)","[0.6145, 0.9018, 0.1041, 0.06851]",True,[239 681 101 114],0.3066008687019348,animal
2411,ZJ018899,test_features/ZJ018899.jpg,S0162,0.395,"(366, 499, 143, 150)","[0.5156, 0.6703, 0.1645, 0.2796]",True,,,
2412,ZJ018900,test_features/ZJ018900.jpg,S0011,,,,False,,,
2413,ZJ018901,test_features/ZJ018901.jpg,S0128,0.812,"(182, 71, 109, 154)","[0.1046, 0.4944, 0.2531, 0.3249]",True,[177  59 125 167],0.44345614314079285,antelope_duiker
2414,ZJ018902,test_features/ZJ018902.jpg,S0072,0.62,"(363, 302, 60, 94)","[0.3104, 0.6648, 0.1062, 0.1259]",True,,,
2415,ZJ018903,test_features/ZJ018903.jpg,S0086,0.186,"(97, 178, 64, 66)","[0.5437, 0.4325, 0.2312, 0.3348]",True,,,
2416,ZJ018904,test_features/ZJ018904.jpg,S0011,,,,False,,,
2417,ZJ018905,test_features/ZJ018905.jpg,S0065,0.321,"(181, 156, 157, 88)","[0.2374, 0.4916, 0.15, 0.4583]",True,,,
2418,ZJ018906,test_features/ZJ018906.jpg,S0086,0.354,"(71, 46, 58, 55)","[0.1312, 0.2791, 0.1968, 0.275]",True,,,
2419,ZJ018907,test_features/ZJ018907.jpg,S0116,0.7,"(257, 392, 81, 102)","[0.6062, 0.7027, 0.1718, 0.2472]",True,[252 405  80  97],0.6348975300788879,bird
2420,ZJ018908,test_features/ZJ018908.jpg,S0199,0.0782,"(141, 63, 22, 114)","[0.1638, 0.5708, 0.3388, 0.125]",True,,,
2421,ZJ018909,test_features/ZJ018909.jpg,S0065,0.662,"(322, 449, 18, 91)","[0.6953, 0.8833, 0.1546, 0.07222]",True,,,
2422,ZJ018910,test_features/ZJ018910.jpg,S0037,0.527,"(100, 360, 117, 88)","[0.5562, 0.2666, 0.15, 0.3472]",True,[ 97 352 124 103],0.37957796454429626,animal
2423,ZJ018911,test_features/ZJ018911.jpg,S0037,0.903,"(177, 483, 101, 153)","[0.7484, 0.4805, 0.2515, 0.3027]",True,[173 480 107 159],0.39513012766838074,animal
2424,ZJ018912,test_features/ZJ018912.jpg,S0064,0.491,"(274, 661, 56, 163)","[0.6843, 0.4999, 0.1781, 0.1185]",True,,,
2425,ZJ018913,test_features/ZJ018913.jpg,S0091,0.938,"(397, 646, 104, 149)","[0.6687, 0.7277, 0.1635, 0.2074]",True,[392 641 105 157],0.3860352635383606,bird
2426,ZJ018914,test_features/ZJ018914.jpg,S0086,0.0956,"(73, 306, 81, 10)","[0.9437, 0.2874, 0.05624, 0.3708]",True,,,
2427,ZJ018915,test_features/ZJ018915.jpg,S0072,0.93,"(323, 502, 197, 167)","[0.5187, 0.5907, 0.1822, 0.3796]",True,[320 496 202 177],0.6531581282615662,monkey_prosimian
2428,ZJ018916,test_features/ZJ018916.jpg,S0152,0.196,"(427, 266, 81, 30)","[0.2729, 0.8213, 0.03958, 0.1728]",True,,,
2429,ZJ018917,test_features/ZJ018917.jpg,S0111,0.88,"(178, 348, 78, 79)","[0.5375, 0.4833, 0.1359, 0.2388]",True,[173 341  87  89],0.4037221074104309,bird
2430,ZJ018918,test_features/ZJ018918.jpg,S0116,0.899,"(270, 100, 70, 71)","[0.15, 0.7388, 0.1234, 0.2166]",True,[265  92  78  83],0.7036816477775574,bird
2431,ZJ018919,test_features/ZJ018919.jpg,S0012,0.141,"(5, 12, 302, 459)","[0.008333, 0.001851, 0.4864, 0.574]",True,,,
2432,ZJ018920,test_features/ZJ018920.jpg,S0114,0.00552,"(224, 4, 115, 130)","[0, 0.6111, 0.2156, 0.3416]",True,,,
2433,ZJ018921,test_features/ZJ018921.jpg,S0040,0.535,"(296, 209, 93, 66)","[0.2135, 0.5407, 0.07708, 0.187]",True,,,
2434,ZJ018922,test_features/ZJ018922.jpg,S0126,0.921,"(405, 483, 80, 142)","[0.4989, 0.7425, 0.1562, 0.1629]",True,[400 477  91 141],0.559147834777832,animal
2435,ZJ018923,test_features/ZJ018923.jpg,S0041,0.906,"(169, 535, 181, 101)","[0.8296, 0.4583, 0.1703, 0.5249]",True,[170 532 169 107],0.4623717963695526,animal
2436,ZJ018924,test_features/ZJ018924.jpg,S0128,0.955,"(246, 145, 94, 185)","[0.2203, 0.6722, 0.3015, 0.2833]",True,[242 141 101 193],0.6087074875831604,monkey_prosimian
2437,ZJ018925,test_features/ZJ018925.jpg,S0151,0.42,"(5, 167, 350, 469)","[0.2546, 0.002777, 0.7453, 0.9944]",True,,,
2438,ZJ018926,test_features/ZJ018926.jpg,S0034,0.745,"(196, 493, 89, 51)","[0.764, 0.5333, 0.09218, 0.2694]",True,,,
2439,ZJ018927,test_features/ZJ018927.jpg,S0011,0.0814,"(201, 255, 91, 128)","[0.3921, 0.5472, 0.2125, 0.275]",True,[198 326  41  59],0.3354838192462921,animal
2440,ZJ018928,test_features/ZJ018928.jpg,S0072,0.928,"(369, 501, 150, 166)","[0.5177, 0.6759, 0.1812, 0.2925]",True,[365 496 156 177],0.5522494316101074,monkey_prosimian
2441,ZJ018929,test_features/ZJ018929.jpg,S0100,0.462,"(264, 161, 71, 52)","[0.2453, 0.7222, 0.09375, 0.2194]",True,,,
2442,ZJ018930,test_features/ZJ018930.jpg,S0126,0.151,"(429, 719, 64, 107)","[0.7447, 0.787, 0.1197, 0.1333]",True,,,
2443,ZJ018931,test_features/ZJ018931.jpg,S0100,,,,False,,,
2444,ZJ018932,test_features/ZJ018932.jpg,S0033,0.528,"(284, 56, 54, 43)","[0.08125, 0.7777, 0.07968, 0.1722]",True,,,
2445,ZJ018933,test_features/ZJ018933.jpg,S0162,0.944,"(259, 863, 81, 93)","[0.8947, 0.4722, 0.1052, 0.1648]",True,[254 857  91 101],0.40256157517433167,bird
2446,ZJ018934,test_features/ZJ018934.jpg,S0041,0.969,"(37, 4, 317, 632)","[0, 0.09166, 1.0, 0.9027]",True,[ 34   0 324 638],0.30835580825805664,animal
2447,ZJ018935,test_features/ZJ018935.jpg,S0064,,,,False,,,
2448,ZJ018936,test_features/ZJ018936.jpg,S0116,0.389,"(261, 430, 58, 54)","[0.6656, 0.7138, 0.09687, 0.1833]",True,,,
2449,ZJ018937,test_features/ZJ018937.jpg,S0086,0.475,"(161, 163, 25, 18)","[0.4968, 0.6541, 0.08124, 0.1375]",True,[157 162  24  22],0.30662328004837036,animal
2450,ZJ018938,test_features/ZJ018938.jpg,S0040,0.968,"(4, 4, 421, 724)","[0, 0, 0.7624, 0.7944]",True,[  0   0 429 733],0.7901869416236877,leopard
2451,ZJ018939,test_features/ZJ018939.jpg,S0116,0.731,"(238, 65, 94, 55)","[0.09531, 0.65, 0.09843, 0.2833]",True,[181  59 130 102],0.3662174642086029,bird
2452,ZJ018940,test_features/ZJ018940.jpg,S0100,0.0616,"(226, 155, 113, 175)","[0.2359, 0.6166, 0.2859, 0.3361]",True,,,
2453,ZJ018941,test_features/ZJ018941.jpg,S0118,0.00906,"(122, 424, 88, 71)","[0.6562, 0.3277, 0.1234, 0.2666]",True,,,
2454,ZJ018942,test_features/ZJ018942.jpg,S0116,0.843,"(286, 369, 54, 59)","[0.5703, 0.7833, 0.1046, 0.1722]",True,[281 363  62  72],0.6747030019760132,bird
2455,ZJ018943,test_features/ZJ018943.jpg,S0067,0.817,"(187, 55, 147, 174)","[0.07968, 0.5083, 0.2843, 0.4305]",True,,,
2456,ZJ018944,test_features/ZJ018944.jpg,S0037,0.806,"(167, 308, 154, 74)","[0.475, 0.4527, 0.1281, 0.4499]",True,[162 304 150  82],0.43604612350463867,animal
2457,ZJ018945,test_features/ZJ018945.jpg,S0194,0.00647,"(162, 198, 45, 38)","[0.5388, 0.6583, 0.1277, 0.2208]",True,,,
2458,ZJ018946,test_features/ZJ018946.jpg,S0037,,,,False,,,
2459,ZJ018947,test_features/ZJ018947.jpg,S0116,0.701,"(256, 315, 67, 81)","[0.4859, 0.7, 0.139, 0.2083]",True,[250 310  75 115],0.37967240810394287,bird
2460,ZJ018948,test_features/ZJ018948.jpg,S0116,0.332,"(220, 311, 24, 31)","[0.4796, 0.6, 0.06093, 0.08888]",True,,,
2461,ZJ018949,test_features/ZJ018949.jpg,S0040,0.706,"(442, 4, 71, 72)","[0, 0.8111, 0.08333, 0.1462]",True,,,
2462,ZJ018950,test_features/ZJ018950.jpg,S0011,,,,False,,,
2463,ZJ018951,test_features/ZJ018951.jpg,S0064,0.178,"(255, 579, 158, 377)","[0.5989, 0.4648, 0.401, 0.3074]",True,,,
2464,ZJ018952,test_features/ZJ018952.jpg,S0128,0.944,"(164, 4, 175, 267)","[0, 0.4444, 0.4296, 0.5083]",True,[163   0 179 275],0.338126003742218,animal
2465,ZJ018953,test_features/ZJ018953.jpg,S0055,0.00636,"(292, 364, 47, 271)","[0.5625, 0.8, 0.4359, 0.1527]",True,,,
2466,ZJ018954,test_features/ZJ018954.jpg,S0072,0.934,"(354, 517, 165, 152)","[0.5343, 0.6481, 0.1666, 0.3203]",True,[349 511 171 162],0.444799542427063,monkey_prosimian
2467,ZJ018955,test_features/ZJ018955.jpg,S0041,0.663,"(180, 530, 175, 106)","[0.8218, 0.4888, 0.1781, 0.5083]",True,[173 527 185 112],0.4126666188240051,monkey_prosimian
2468,ZJ018956,test_features/ZJ018956.jpg,S0033,0.635,"(122, 56, 218, 213)","[0.08124, 0.3277, 0.3453, 0.6277]",True,[ 53  61 289 213],0.695249080657959,leopard
2469,ZJ018957,test_features/ZJ018957.jpg,S0072,0.52,"(350, 492, 72, 43)","[0.5083, 0.6407, 0.05312, 0.1481]",True,[239 681  95 119],0.3013964891433716,animal
2470,ZJ018958,test_features/ZJ018958.jpg,S0072,0.0131,"(349, 211, 56, 38)","[0.2156, 0.6388, 0.04791, 0.1185]",True,,,
2471,ZJ018959,test_features/ZJ018959.jpg,S0039,0.642,"(362, 476, 62, 75)","[0.4916, 0.6629, 0.08645, 0.1296]",True,,,
2472,ZJ018960,test_features/ZJ018960.jpg,S0040,0.936,"(424, 87, 96, 605)","[0.08645, 0.7777, 0.6385, 0.1925]",True,[418  83 104 633],0.3007670044898987,animal
2473,ZJ018961,test_features/ZJ018961.jpg,S0114,0.277,"(243, 4, 96, 60)","[0, 0.6638, 0.1062, 0.2888]",True,,,
2474,ZJ018962,test_features/ZJ018962.jpg,S0126,0.93,"(472, 744, 47, 212)","[0.7708, 0.8666, 0.2291, 0.1018]",True,,,
2475,ZJ018963,test_features/ZJ018963.jpg,S0162,0.205,"(383, 4, 110, 117)","[0, 0.7018, 0.1302, 0.2185]",True,,,
2476,ZJ018964,test_features/ZJ018964.jpg,S0041,0.00836,"(198, 110, 22, 23)","[0.1656, 0.5388, 0.04843, 0.08333]",True,,,
2477,ZJ018965,test_features/ZJ018965.jpg,S0162,0.606,"(369, 4, 129, 113)","[0, 0.6759, 0.126, 0.2537]",True,,,
2478,ZJ018966,test_features/ZJ018966.jpg,S0052,0.944,"(265, 460, 254, 496)","[0.475, 0.4833, 0.5249, 0.4851]",True,[262 458 261 501],0.5677873492240906,leopard
2479,ZJ018967,test_features/ZJ018967.jpg,S0116,0.845,"(293, 173, 38, 138)","[0.264, 0.8626, 0.2281, 0.1373]",True,[287 162  47 154],0.6085735559463501,bird
2480,ZJ018968,test_features/ZJ018968.jpg,S0040,0.021,"(386, 4, 134, 304)","[0, 0.7074, 0.3249, 0.2629]",True,,,
2481,ZJ018969,test_features/ZJ018969.jpg,S0168,0.279,"(124, 203, 31, 34)","[0.5527, 0.5, 0.1166, 0.1624]",True,,,
2482,ZJ018970,test_features/ZJ018970.jpg,S0012,0.0206,"(9, 4, 506, 948)","[0, 0.009259, 0.9958, 0.9518]",True,[502   0  37  37],0.3702838718891144,civet_genet
2483,ZJ018971,test_features/ZJ018971.jpg,S0082,0.552,"(228, 4, 216, 312)","[0, 0.4148, 0.3333, 0.4148]",True,,,
2484,ZJ018972,test_features/ZJ018972.jpg,S0126,0.474,"(439, 48, 81, 422)","[0.04583, 0.8055, 0.4479, 0.1648]",True,[434 355  73 107],0.3369697332382202,animal
2485,ZJ018973,test_features/ZJ018973.jpg,S0052,0.173,"(379, 575, 140, 370)","[0.5947, 0.6944, 0.3937, 0.274]",True,,,
2486,ZJ018974,test_features/ZJ018974.jpg,S0116,0.0141,"(258, 426, 50, 87)","[0.6593, 0.7055, 0.1484, 0.1611]",True,,,
2487,ZJ018975,test_features/ZJ018975.jpg,S0126,0.9,"(425, 568, 94, 139)","[0.5874, 0.7796, 0.1531, 0.1888]",True,,,
2488,ZJ018976,test_features/ZJ018976.jpg,S0040,0.642,"(227, 887, 51, 39)","[0.9197, 0.4129, 0.04895, 0.1092]",True,,,
2489,ZJ018977,test_features/ZJ018977.jpg,S0086,0.155,"(230, 34, 6, 27)","[0.09375, 0.9416, 0.1093, 0.05833]",True,,,
2490,ZJ018978,test_features/ZJ018978.jpg,S0116,0.831,"(280, 436, 60, 169)","[0.6749, 0.7666, 0.2765, 0.1888]",True,[275 442  68 152],0.5874153971672058,bird
2491,ZJ018979,test_features/ZJ018979.jpg,S0033,0.918,"(63, 4, 276, 163)","[0, 0.1638, 0.2671, 0.7888]",True,[ 65   0 277 169],0.5877503156661987,leopard
2492,ZJ018980,test_features/ZJ018980.jpg,S0072,0.874,"(387, 361, 66, 256)","[0.3718, 0.7092, 0.275, 0.137]",True,[383 365  67 113],0.47808218002319336,animal
2493,ZJ018981,test_features/ZJ018981.jpg,S0040,0.105,"(291, 4, 228, 674)","[0, 0.5314, 0.7104, 0.437]",True,,,
2494,ZJ018982,test_features/ZJ018982.jpg,S0082,0.144,"(359, 405, 127, 165)","[0.4177, 0.6574, 0.1802, 0.25]",True,,,
2495,ZJ018983,test_features/ZJ018983.jpg,S0100,0.11,"(224, 124, 115, 165)","[0.1875, 0.6111, 0.2703, 0.3416]",True,,,
2496,ZJ018984,test_features/ZJ018984.jpg,S0066,0.535,"(223, 479, 33, 31)","[0.7421, 0.6083, 0.06093, 0.1138]",True,,,
2497,ZJ018985,test_features/ZJ018985.jpg,S0072,0.42,"(193, 320, 93, 51)","[0.3291, 0.3669, 0.06145, 0.1961]",True,,,
2498,ZJ018986,test_features/ZJ018986.jpg,S0040,0.0759,"(236, 276, 59, 109)","[0.2833, 0.4296, 0.1218, 0.124]",True,,,
2499,ZJ018987,test_features/ZJ018987.jpg,S0072,0.00585,"(384, 160, 74, 146)","[0.1625, 0.7037, 0.1604, 0.1518]",True,,,
2500,ZJ018988,test_features/ZJ018988.jpg,S0082,0.694,"(236, 4, 253, 235)","[0, 0.4296, 0.2531, 0.4833]",True,,,
2501,ZJ018989,test_features/ZJ018989.jpg,S0199,0.163,"(51, 90, 23, 3)","[0.2388, 0.1958, 0.03055, 0.1291]",True,,,
2502,ZJ018990,test_features/ZJ018990.jpg,S0114,0.17,"(4, 73, 327, 371)","[0.1078, 0, 0.5921, 1.0]",True,[  0  58 334 396],0.3358037769794464,animal
2503,ZJ018991,test_features/ZJ018991.jpg,S0037,0.879,"(177, 474, 97, 162)","[0.7343, 0.4805, 0.2656, 0.2916]",True,[172 469 107 170],0.4405672252178192,animal
2504,ZJ018992,test_features/ZJ018992.jpg,S0116,0.461,"(304, 305, 27, 84)","[0.4703, 0.8955, 0.1437, 0.1044]",True,,,
2505,ZJ018993,test_features/ZJ018993.jpg,S0132,0.944,"(4, 4, 351, 80)","[0, 0, 0.1375, 0.9972]",True,[  0   0 359  85],0.4051724970340729,animal
2506,ZJ018994,test_features/ZJ018994.jpg,S0142,0.0292,"(179, 4, 49, 43)","[0, 0.4861, 0.07968, 0.1583]",True,,,
2507,ZJ018995,test_features/ZJ018995.jpg,S0066,0.331,"(215, 347, 106, 169)","[0.5359, 0.5861, 0.2765, 0.3166]",True,,,
2508,ZJ018996,test_features/ZJ018996.jpg,S0066,0.0124,"(294, 121, 61, 155)","[0.1828, 0.8055, 0.2546, 0.1916]",True,,,
2509,ZJ018997,test_features/ZJ018997.jpg,S0067,0.147,"(189, 440, 130, 98)","[0.6812, 0.5138, 0.1656, 0.3833]",True,,,
2510,ZJ018998,test_features/ZJ018998.jpg,S0086,0.594,"(136, 226, 20, 34)","[0.6937, 0.55, 0.1312, 0.1166]",True,,,
2511,ZJ018999,test_features/ZJ018999.jpg,S0128,0.594,"(267, 298, 37, 110)","[0.4593, 0.785, 0.1843, 0.1343]",True,,,
2512,ZJ019000,test_features/ZJ019000.jpg,S0151,0.765,"(269, 279, 86, 357)","[0.4296, 0.7361, 0.5703, 0.2611]",True,,,
2513,ZJ019001,test_features/ZJ019001.jpg,S0012,0.845,"(284, 4, 117, 234)","[0, 0.5185, 0.252, 0.2314]",True,,,
2514,ZJ019002,test_features/ZJ019002.jpg,S0162,0.439,"(384, 652, 96, 137)","[0.6749, 0.7037, 0.151, 0.1925]",True,,,
2515,ZJ019003,test_features/ZJ019003.jpg,S0189,0.451,"(172, 102, 44, 53)","[0.2722, 0.7, 0.1694, 0.2166]",True,,,
2516,ZJ019004,test_features/ZJ019004.jpg,S0126,0.819,"(406, 508, 113, 103)","[0.5249, 0.7444, 0.1156, 0.224]",True,[401 503 121 202],0.3994656801223755,animal
2517,ZJ019005,test_features/ZJ019005.jpg,S0072,0.94,"(349, 522, 170, 146)","[0.5395, 0.6388, 0.1604, 0.3296]",True,[344 516 176 157],0.4225035309791565,animal
2518,ZJ019006,test_features/ZJ019006.jpg,S0100,0.959,"(192, 211, 147, 123)","[0.3234, 0.5222, 0.2046, 0.4305]",True,[188 207 153 129],0.32414165139198303,rodent
2519,ZJ019007,test_features/ZJ019007.jpg,S0037,0.703,"(118, 157, 133, 89)","[0.239, 0.3166, 0.1515, 0.3916]",True,[112 151 126  98],0.381740540266037,antelope_duiker
2520,ZJ019008,test_features/ZJ019008.jpg,S0128,0.303,"(247, 159, 92, 115)","[0.2421, 0.675, 0.1921, 0.2777]",True,,,
2521,ZJ019009,test_features/ZJ019009.jpg,S0072,0.019,"(186, 347, 82, 52)","[0.3572, 0.3533, 0.0625, 0.1747]",True,[180 339  94  69],0.5280728936195374,bird
2522,ZJ019010,test_features/ZJ019010.jpg,S0033,0.385,"(256, 61, 56, 66)","[0.08906, 0.6999, 0.1156, 0.1777]",True,,,
2523,ZJ019011,test_features/ZJ019011.jpg,S0114,0.822,"(4, 4, 336, 419)","[0, 0, 0.6671, 0.9555]",True,[  0   0 343 442],0.7098762392997742,leopard
2524,ZJ019012,test_features/ZJ019012.jpg,S0072,0.903,"(324, 521, 196, 152)","[0.5385, 0.5925, 0.1666, 0.3777]",True,[319 508 203 169],0.6320295929908752,monkey_prosimian
2525,ZJ019013,test_features/ZJ019013.jpg,S0041,0.81,"(107, 4, 195, 130)","[0, 0.2861, 0.2156, 0.5638]",True,[104   0 200 136],0.6606897115707397,monkey_prosimian
2526,ZJ019014,test_features/ZJ019014.jpg,S0126,0.415,"(426, 176, 93, 154)","[0.1791, 0.7814, 0.1687, 0.187]",True,,,
2527,ZJ019015,test_features/ZJ019015.jpg,S0126,0.893,"(412, 503, 72, 164)","[0.5197, 0.7555, 0.1791, 0.1481]",True,,,
2528,ZJ019016,test_features/ZJ019016.jpg,S0033,0.695,"(112, 575, 154, 61)","[0.8921, 0.2999, 0.1078, 0.4499]",True,[322   0  37  37],0.32558363676071167,civet_genet
2529,ZJ019017,test_features/ZJ019017.jpg,S0162,0.0169,"(395, 174, 124, 196)","[0.177, 0.724, 0.2125, 0.2444]",True,[391 177 117 189],0.41730308532714844,animal
2530,ZJ019018,test_features/ZJ019018.jpg,S0111,0.55,"(312, 184, 44, 253)","[0.2812, 0.8555, 0.4078, 0.1444]",True,[307 180  51 268],0.34354159235954285,animal
2531,ZJ019019,test_features/ZJ019019.jpg,S0082,0.902,"(232, 4, 252, 392)","[0, 0.4222, 0.4166, 0.4814]",True,[229   0 245 400],0.37980228662490845,animal
2532,ZJ019020,test_features/ZJ019020.jpg,S0114,0.538,"(4, 4, 327, 498)","[0, 0, 0.7906, 1.0]",True,[  0 104 334 398],0.7279059886932373,leopard
2533,ZJ019021,test_features/ZJ019021.jpg,S0040,0.639,"(186, 198, 129, 147)","[0.202, 0.337, 0.1614, 0.2537]",True,,,
2534,ZJ019022,test_features/ZJ019022.jpg,S0065,0.0652,"(189, 151, 150, 105)","[0.2296, 0.5138, 0.1765, 0.4388]",True,,,
2535,ZJ019023,test_features/ZJ019023.jpg,S0116,0.368,"(312, 106, 28, 67)","[0.1593, 0.8555, 0.1171, 0.1]",True,,,
2536,ZJ019024,test_features/ZJ019024.jpg,S0065,0.957,"(119, 4, 220, 255)","[0, 0.3194, 0.4109, 0.6333]",True,[116   0 226 254],0.5168004631996155,antelope_duiker
2537,ZJ019025,test_features/ZJ019025.jpg,S0033,0.73,"(119, 540, 105, 82)","[0.8374, 0.3194, 0.1406, 0.3138]",True,,,
2538,ZJ019026,test_features/ZJ019026.jpg,S0189,0.156,"(178, 97, 26, 23)","[0.2583, 0.725, 0.08611, 0.1416]",True,,,
2539,ZJ019027,test_features/ZJ019027.jpg,S0128,0.894,"(270, 470, 70, 165)","[0.7281, 0.7388, 0.2703, 0.2166]",True,[264 466  79 171],0.42478054761886597,bird
2540,ZJ019028,test_features/ZJ019028.jpg,S0058,0.0132,"(48, 4, 61, 64)","[0, 0.3666, 0.4499, 0.5749]",True,,,
2541,ZJ019029,test_features/ZJ019029.jpg,S0064,0.661,"(223, 276, 181, 366)","[0.2833, 0.4055, 0.3895, 0.3499]",True,[219 276 181 395],0.37988021969795227,animal
2542,ZJ019030,test_features/ZJ019030.jpg,S0037,0.0246,"(4, 4, 351, 73)","[0, 0, 0.1265, 0.9972]",True,,,
2543,ZJ019031,test_features/ZJ019031.jpg,S0100,0.749,"(52, 4, 287, 298)","[0, 0.1333, 0.4781, 0.8194]",True,[ 48   0 294 298],0.30958420038223267,animal
2544,ZJ019032,test_features/ZJ019032.jpg,S0040,0.792,"(174, 61, 138, 108)","[0.05937, 0.3148, 0.1208, 0.2703]",True,[166  79 148  94],0.31232771277427673,monkey_prosimian
2545,ZJ019033,test_features/ZJ019033.jpg,S0034,,,,False,[ 45 486  81  82],0.3296045958995819,animal
2546,ZJ019034,test_features/ZJ019034.jpg,S0128,0.577,"(274, 276, 31, 27)","[0.425, 0.75, 0.05468, 0.1083]",True,,,
2547,ZJ019035,test_features/ZJ019035.jpg,S0114,0.302,"(4, 4, 334, 171)","[0, 0, 0.2796, 0.9499]",True,,,
2548,ZJ019036,test_features/ZJ019036.jpg,S0162,0.00551,"(168, 920, 88, 36)","[0.9541, 0.3037, 0.04583, 0.1777]",True,,,
2549,ZJ019037,test_features/ZJ019037.jpg,S0055,0.816,"(165, 226, 129, 119)","[0.3468, 0.4472, 0.1984, 0.3805]",True,[157 218 139 131],0.30743950605392456,bird
2550,ZJ019038,test_features/ZJ019038.jpg,S0126,0.902,"(413, 514, 88, 159)","[0.5312, 0.7574, 0.1739, 0.1777]",True,[408 508  90 166],0.4935395121574402,animal
2551,ZJ019039,test_features/ZJ019039.jpg,S0162,0.666,"(279, 865, 93, 91)","[0.8968, 0.5092, 0.1031, 0.187]",True,[275 865  97  93],0.36336368322372437,bird
2552,ZJ019040,test_features/ZJ019040.jpg,S0011,0.00946,"(212, 8, 144, 389)","[0.006249, 0.5777, 0.6203, 0.4222]",True,,,
2553,ZJ019041,test_features/ZJ019041.jpg,S0086,0.387,"(77, 4, 64, 92)","[0, 0.3041, 0.3125, 0.3]",True,,,
