id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true
ZJ010137,train_features/ZJ010137.jpg,S0017,2.0,0.94,"(188, 546, 168, 90)","[0.8468, 0.5111, 0.1531, 0.4888]",True
ZJ010138,train_features/ZJ010138.jpg,S0030,1.0,0.0368,"(291, 143, 87, 122)","[0.1447, 0.5314, 0.1354, 0.1759]",True
ZJ010139,train_features/ZJ010139.jpg,S0163,2.0,0.342,"(290, 305, 49, 331)","[0.4703, 0.7944, 0.5296, 0.1583]",True
ZJ010140,train_features/ZJ010140.jpg,S0183,0.0,0.00526,"(166, 174, 31, 62)","[0.4722, 0.675, 0.1944, 0.1624]",True
ZJ010141,train_features/ZJ010141.jpg,S0063,1.0,0.556,"(454, 314, 66, 243)","[0.3229, 0.8333, 0.2614, 0.137]",True
ZJ010142,train_features/ZJ010142.jpg,S0060,2.0,0.776,"(332, 4, 69, 158)","[0, 0.6074, 0.1729, 0.1425]",True
ZJ010143,train_features/ZJ010143.jpg,S0021,2.0,0.812,"(150, 4, 95, 128)","[0, 0.4055, 0.2125, 0.2861]",True
ZJ010144,train_features/ZJ010144.jpg,S0043,3.0,0.662,"(12, 504, 318, 132)","[0.7812, 0.02388, 0.2187, 0.9731]",True
ZJ010145,train_features/ZJ010145.jpg,S0017,2.0,0.126,"(209, 445, 29, 68)","[0.689, 0.5694, 0.1187, 0.1027]",True
ZJ010146,train_features/ZJ010146.jpg,S0075,4.0,0.878,"(278, 403, 62, 233)","[0.6234, 0.7611, 0.3765, 0.1944]",True
ZJ010147,train_features/ZJ010147.jpg,S0054,2.0,0.418,"(401, 464, 72, 96)","[0.4791, 0.7351, 0.1083, 0.1481]",True
ZJ010148,train_features/ZJ010148.jpg,S0027,3.0,0.902,"(28, 182, 327, 193)","[0.2781, 0.06666, 0.314, 0.9305]",True
ZJ010149,train_features/ZJ010149.jpg,S0005,4.0,0.303,"(328, 92, 28, 71)","[0.1374, 0.8999, 0.1234, 0.1]",True
ZJ010150,train_features/ZJ010150.jpg,S0030,1.0,0.787,"(279, 510, 140, 238)","[0.527, 0.5092, 0.2562, 0.274]",True
ZJ010151,train_features/ZJ010151.jpg,S0059,4.0,,,,False
ZJ010152,train_features/ZJ010152.jpg,S0123,0.0,0.926,"(215, 180, 124, 297)","[0.2749, 0.5861, 0.4765, 0.3666]",True
ZJ010153,train_features/ZJ010153.jpg,S0147,2.0,0.089,"(268, 370, 10, 26)","[0.5718, 0.7333, 0.05312, 0.05]",True
ZJ010154,train_features/ZJ010154.jpg,S0010,2.0,0.713,"(290, 216, 50, 158)","[0.3312, 0.7944, 0.2593, 0.1611]",True
ZJ010155,train_features/ZJ010155.jpg,S0020,4.0,0.145,"(372, 432, 77, 103)","[0.4458, 0.6814, 0.1156, 0.1574]",True
ZJ010156,train_features/ZJ010156.jpg,S0069,3.0,0.682,"(471, 4, 48, 148)","[0, 0.8648, 0.1624, 0.1037]",True
ZJ010157,train_features/ZJ010157.jpg,S0060,2.0,0.895,"(334, 4, 150, 115)","[0, 0.6111, 0.1281, 0.2925]",True
ZJ010158,train_features/ZJ010158.jpg,S0002,4.0,0.843,"(70, 512, 270, 124)","[0.7937, 0.1833, 0.2062, 0.7722]",True
ZJ010159,train_features/ZJ010159.jpg,S0093,1.0,0.51,"(465, 672, 54, 142)","[0.6958, 0.8537, 0.1562, 0.1148]",True
ZJ010160,train_features/ZJ010160.jpg,S0014,4.0,0.782,"(198, 97, 116, 168)","[0.1453, 0.5388, 0.275, 0.3444]",True
ZJ010161,train_features/ZJ010161.jpg,S0074,0.0,0.896,"(193, 461, 124, 153)","[0.714, 0.5249, 0.2515, 0.3666]",True
ZJ010162,train_features/ZJ010162.jpg,S0101,1.0,0.923,"(144, 4, 195, 319)","[0, 0.3888, 0.5109, 0.5638]",True
ZJ010163,train_features/ZJ010163.jpg,S0059,4.0,0.0885,"(382, 4, 82, 16)","[0, 0.7, 0.025, 0.1666]",True
ZJ010164,train_features/ZJ010164.jpg,S0060,2.0,0.836,"(407, 84, 113, 85)","[0.08333, 0.7462, 0.09687, 0.224]",True
ZJ010165,train_features/ZJ010165.jpg,S0049,3.0,0.764,"(149, 4, 191, 404)","[0, 0.4027, 0.6437, 0.5527]",True
ZJ010166,train_features/ZJ010166.jpg,S0059,4.0,0.972,"(142, 531, 376, 425)","[0.5489, 0.2555, 0.451, 0.7111]",True
ZJ010167,train_features/ZJ010167.jpg,S0036,0.0,0.616,"(268, 240, 31, 64)","[0.3687, 0.7333, 0.1124, 0.1083]",True
ZJ010168,train_features/ZJ010168.jpg,S0129,1.0,0.0287,"(242, 235, 97, 309)","[0.3609, 0.6611, 0.4953, 0.2916]",True
ZJ010169,train_features/ZJ010169.jpg,S0049,3.0,0.657,"(139, 4, 103, 120)","[0, 0.3749, 0.2, 0.3083]",True
ZJ010170,train_features/ZJ010170.jpg,S0164,4.0,0.914,"(159, 166, 77, 186)","[0.45, 0.6458, 0.5388, 0.3541]",True
ZJ010171,train_features/ZJ010171.jpg,S0180,4.0,0.387,"(131, 187, 35, 45)","[0.5083, 0.5291, 0.1472, 0.1791]",True
ZJ010172,train_features/ZJ010172.jpg,S0095,2.0,0.693,"(215, 476, 111, 342)","[0.4916, 0.3907, 0.3645, 0.2203]",True
ZJ010173,train_features/ZJ010173.jpg,S0063,1.0,0.00745,"(436, 432, 43, 55)","[0.4458, 0.7999, 0.06562, 0.09444]",True
ZJ010174,train_features/ZJ010174.jpg,S0018,3.0,0.656,"(476, 679, 44, 54)","[0.7031, 0.874, 0.06458, 0.09629]",True
ZJ010175,train_features/ZJ010175.jpg,S0141,3.0,0.467,"(309, 198, 22, 58)","[0.3031, 0.9104, 0.1031, 0.08955]",True
ZJ010176,train_features/ZJ010176.jpg,S0062,2.0,0.893,"(255, 545, 87, 172)","[0.5635, 0.4648, 0.1875, 0.1759]",True
ZJ010177,train_features/ZJ010177.jpg,S0088,1.0,0.267,"(90, 4, 249, 286)","[0, 0.2388, 0.4593, 0.7138]",True
ZJ010178,train_features/ZJ010178.jpg,S0045,4.0,,,,False
ZJ010179,train_features/ZJ010179.jpg,S0164,4.0,0.00541,"(200, 202, 16, 21)","[0.55, 0.8166, 0.08055, 0.1]",True
ZJ010180,train_features/ZJ010180.jpg,S0163,2.0,0.182,"(327, 137, 13, 29)","[0.2078, 0.8972, 0.05781, 0.05833]",True
ZJ010181,train_features/ZJ010181.jpg,S0071,1.0,0.963,"(280, 140, 239, 704)","[0.1416, 0.5111, 0.7416, 0.4574]",True
ZJ010182,train_features/ZJ010182.jpg,S0130,4.0,0.449,"(218, 350, 45, 54)","[0.5406, 0.5944, 0.09687, 0.1472]",True
ZJ010183,train_features/ZJ010183.jpg,S0038,1.0,0.584,"(5, 5, 506, 950)","[0.001041, 0.001941, 0.9979, 0.998]",True
ZJ010184,train_features/ZJ010184.jpg,S0023,2.0,0.00997,"(102, 338, 61, 26)","[0.5218, 0.2925, 0.05312, 0.2059]",True
ZJ010185,train_features/ZJ010185.jpg,S0123,0.0,0.203,"(37, 143, 301, 493)","[0.2171, 0.09166, 0.7828, 0.8583]",True
ZJ010186,train_features/ZJ010186.jpg,S0013,3.0,0.866,"(190, 180, 103, 195)","[0.275, 0.5166, 0.3171, 0.3083]",True
ZJ010187,train_features/ZJ010187.jpg,S0036,0.0,0.891,"(193, 280, 135, 104)","[0.4312, 0.5641, 0.1749, 0.4268]",True
ZJ010188,train_features/ZJ010188.jpg,S0179,4.0,0.129,"(4, 4, 207, 352)","[0, 0, 1.0, 1.0]",True
ZJ010189,train_features/ZJ010189.jpg,S0123,0.0,,,,False
ZJ010190,train_features/ZJ010190.jpg,S0008,4.0,0.0297,"(209, 93, 110, 120)","[0.139, 0.5694, 0.2, 0.3277]",True
ZJ010191,train_features/ZJ010191.jpg,S0186,4.0,0.0148,"(367, 466, 149, 219)","[0.4812, 0.6722, 0.2364, 0.2907]",True
ZJ010192,train_features/ZJ010192.jpg,S0060,2.0,0.787,"(295, 445, 51, 96)","[0.4593, 0.5388, 0.1083, 0.1092]",True
ZJ010193,train_features/ZJ010193.jpg,S0062,2.0,0.916,"(316, 454, 129, 98)","[0.4687, 0.5777, 0.1104, 0.2537]",True
ZJ010194,train_features/ZJ010194.jpg,S0022,0.0,0.71,"(193, 316, 81, 186)","[0.4875, 0.525, 0.3031, 0.2472]",True
ZJ010195,train_features/ZJ010195.jpg,S0115,3.0,0.758,"(95, 659, 424, 148)","[0.6822, 0.1685, 0.1624, 0.8]",True
ZJ010196,train_features/ZJ010196.jpg,S0049,3.0,0.419,"(314, 506, 26, 124)","[0.7843, 0.8611, 0.2062, 0.09444]",True
ZJ010197,train_features/ZJ010197.jpg,S0009,0.0,0.177,"(303, 39, 36, 376)","[0.05468, 0.8305, 0.6, 0.1222]",True
ZJ010198,train_features/ZJ010198.jpg,S0009,0.0,0.929,"(144, 266, 187, 370)","[0.4093, 0.4179, 0.5906, 0.582]",True
ZJ010199,train_features/ZJ010199.jpg,S0001,0.0,0.434,"(4, 200, 334, 435)","[0.3062, 0, 0.6921, 0.9499]",True
ZJ010200,train_features/ZJ010200.jpg,S0127,3.0,0.157,"(211, 234, 86, 53)","[0.3593, 0.575, 0.09531, 0.2611]",True
ZJ010201,train_features/ZJ010201.jpg,S0036,0.0,0.754,"(196, 389, 55, 44)","[0.6015, 0.5333, 0.08124, 0.1749]",True
ZJ010202,train_features/ZJ010202.jpg,S0060,2.0,0.828,"(392, 4, 127, 282)","[0, 0.7185, 0.302, 0.25]",True
ZJ010203,train_features/ZJ010203.jpg,S0029,4.0,0.662,"(384, 419, 45, 124)","[0.4322, 0.7037, 0.1375, 0.09814]",True
ZJ010204,train_features/ZJ010204.jpg,S0054,2.0,0.951,"(377, 398, 142, 232)","[0.4104, 0.6907, 0.25, 0.2777]",True
ZJ010205,train_features/ZJ010205.jpg,S0060,2.0,0.831,"(395, 4, 124, 232)","[0, 0.724, 0.25, 0.2444]",True
ZJ010206,train_features/ZJ010206.jpg,S0031,2.0,0.0526,"(248, 12, 54, 126)","[0.0125, 0.6777, 0.2093, 0.1722]",True
ZJ010207,train_features/ZJ010207.jpg,S0133,0.0,0.26,"(253, 82, 103, 272)","[0.1218, 0.6916, 0.4375, 0.3083]",True
ZJ010208,train_features/ZJ010208.jpg,S0060,2.0,0.66,"(304, 684, 58, 199)","[0.7083, 0.5555, 0.2156, 0.1222]",True
ZJ010209,train_features/ZJ010209.jpg,S0069,3.0,0.774,"(464, 339, 55, 79)","[0.3489, 0.8518, 0.09062, 0.1166]",True
ZJ010210,train_features/ZJ010210.jpg,S0085,4.0,0.551,"(192, 299, 84, 118)","[0.4609, 0.5222, 0.1968, 0.2555]",True
ZJ010211,train_features/ZJ010211.jpg,S0009,0.0,0.0963,"(9, 4, 330, 611)","[0, 0.01388, 0.9671, 0.9388]",True
ZJ010212,train_features/ZJ010212.jpg,S0022,0.0,0.461,"(242, 4, 114, 145)","[0, 0.6611, 0.239, 0.3388]",True
ZJ010213,train_features/ZJ010213.jpg,S0029,4.0,0.711,"(382, 352, 81, 149)","[0.3624, 0.6999, 0.1635, 0.1648]",True
ZJ010214,train_features/ZJ010214.jpg,S0169,3.0,,,,False
ZJ010215,train_features/ZJ010215.jpg,S0069,3.0,0.0472,"(430, 715, 53, 102)","[0.7406, 0.7888, 0.1145, 0.1129]",True
ZJ010216,train_features/ZJ010216.jpg,S0186,4.0,0.941,"(293, 461, 226, 487)","[0.476, 0.5351, 0.5156, 0.4333]",True
ZJ010217,train_features/ZJ010217.jpg,S0051,4.0,0.00638,"(259, 4, 63, 7)","[0, 0.4722, 0.01562, 0.1314]",True
ZJ010218,train_features/ZJ010218.jpg,S0147,2.0,0.649,"(280, 144, 31, 102)","[0.2187, 0.7666, 0.1718, 0.1083]",True
ZJ010219,train_features/ZJ010219.jpg,S0170,1.0,0.603,"(86, 4, 149, 352)","[0, 0.3416, 1.0, 0.6541]",True
ZJ010220,train_features/ZJ010220.jpg,S0060,2.0,0.937,"(378, 4, 130, 194)","[0, 0.6925, 0.2104, 0.2555]",True
ZJ010221,train_features/ZJ010221.jpg,S0083,2.0,0.887,"(374, 500, 137, 250)","[0.5166, 0.6851, 0.2687, 0.2685]",True
ZJ010222,train_features/ZJ010222.jpg,S0120,2.0,0.846,"(324, 4, 152, 80)","[0, 0.5925, 0.09166, 0.2962]",True
ZJ010223,train_features/ZJ010223.jpg,S0083,2.0,0.471,"(5, 5, 514, 266)","[0.001041, 0.001851, 0.2854, 0.9666]",True
ZJ010224,train_features/ZJ010224.jpg,S0184,0.0,0.824,"(420, 391, 99, 82)","[0.4031, 0.7703, 0.09375, 0.1981]",True
ZJ010225,train_features/ZJ010225.jpg,S0060,2.0,0.665,"(298, 561, 62, 62)","[0.5802, 0.5444, 0.07291, 0.1296]",True
ZJ010226,train_features/ZJ010226.jpg,S0023,2.0,0.00758,"(276, 4, 55, 31)","[0, 0.8119, 0.06093, 0.188]",True
ZJ010227,train_features/ZJ010227.jpg,S0060,2.0,0.575,"(244, 865, 44, 91)","[0.8968, 0.4444, 0.1031, 0.09629]",True
ZJ010228,train_features/ZJ010228.jpg,S0070,1.0,0.281,"(470, 334, 49, 256)","[0.3437, 0.8629, 0.275, 0.1055]",True
ZJ010229,train_features/ZJ010229.jpg,S0183,0.0,,,,False
ZJ010230,train_features/ZJ010230.jpg,S0029,4.0,0.0329,"(425, 9, 30, 104)","[0.005208, 0.7796, 0.1166, 0.07037]",True
ZJ010231,train_features/ZJ010231.jpg,S0022,0.0,0.508,"(243, 4, 113, 144)","[0, 0.6638, 0.2374, 0.3361]",True
ZJ010232,train_features/ZJ010232.jpg,S0172,0.0,,,,False
ZJ010233,train_features/ZJ010233.jpg,S0038,1.0,0.0257,"(6, 782, 503, 174)","[0.8104, 0.003883, 0.1895, 0.9922]",True
ZJ010234,train_features/ZJ010234.jpg,S0060,2.0,0.814,"(348, 203, 123, 194)","[0.2072, 0.637, 0.2104, 0.2425]",True
ZJ010235,train_features/ZJ010235.jpg,S0016,1.0,0.69,"(233, 298, 285, 93)","[0.3062, 0.424, 0.1052, 0.5425]",True
ZJ010236,train_features/ZJ010236.jpg,S0136,0.0,0.786,"(222, 320, 94, 131)","[0.4937, 0.6055, 0.2171, 0.2833]",True
ZJ010237,train_features/ZJ010237.jpg,S0060,2.0,0.172,"(489, 582, 30, 266)","[0.602, 0.8981, 0.2854, 0.07037]",True
ZJ010238,train_features/ZJ010238.jpg,S0060,2.0,,,,False
ZJ010239,train_features/ZJ010239.jpg,S0059,4.0,0.294,"(359, 408, 34, 89)","[0.4208, 0.6574, 0.101, 0.07777]",True
ZJ010240,train_features/ZJ010240.jpg,S0141,3.0,0.585,"(221, 162, 39, 39)","[0.2468, 0.6477, 0.07343, 0.1402]",True
ZJ010241,train_features/ZJ010241.jpg,S0088,1.0,0.758,"(195, 198, 52, 27)","[0.3031, 0.5701, 0.05468, 0.1791]",True
ZJ010242,train_features/ZJ010242.jpg,S0180,4.0,0.00781,"(118, 342, 25, 14)","[0.9388, 0.4749, 0.06111, 0.1375]",True
ZJ010243,train_features/ZJ010243.jpg,S0188,3.0,0.0442,"(4, 9, 111, 347)","[0.01388, 0, 0.9861, 0.4958]",True
ZJ010244,train_features/ZJ010244.jpg,S0031,2.0,0.59,"(248, 32, 49, 110)","[0.04374, 0.6777, 0.1843, 0.1583]",True
ZJ010245,train_features/ZJ010245.jpg,S0005,4.0,0.799,"(246, 8, 64, 56)","[0.006249, 0.6722, 0.1, 0.2]",True
ZJ010246,train_features/ZJ010246.jpg,S0129,1.0,0.791,"(202, 5, 137, 327)","[0.001562, 0.55, 0.5234, 0.4027]",True
ZJ010247,train_features/ZJ010247.jpg,S0023,2.0,0.776,"(153, 241, 67, 62)","[0.3703, 0.4447, 0.1093, 0.2238]",True
ZJ010248,train_features/ZJ010248.jpg,S0036,0.0,0.909,"(193, 353, 67, 28)","[0.5453, 0.5249, 0.05624, 0.2083]",True
ZJ010249,train_features/ZJ010249.jpg,S0036,0.0,,,,False
ZJ010250,train_features/ZJ010250.jpg,S0141,3.0,0.0812,"(315, 208, 25, 49)","[0.3187, 0.8638, 0.08906, 0.09166]",True
ZJ010251,train_features/ZJ010251.jpg,S0009,0.0,0.022,"(106, 438, 227, 198)","[0.6781, 0.2833, 0.3218, 0.6527]",True
ZJ010252,train_features/ZJ010252.jpg,S0009,0.0,0.00542,"(221, 441, 41, 20)","[0.6828, 0.6027, 0.04374, 0.1361]",True
ZJ010253,train_features/ZJ010253.jpg,S0030,1.0,0.966,"(134, 50, 386, 896)","[0.04791, 0.2407, 0.9416, 0.7296]",True
ZJ010254,train_features/ZJ010254.jpg,S0184,0.0,0.242,"(384, 552, 21, 45)","[0.5708, 0.7037, 0.0552, 0.0537]",True
ZJ010255,train_features/ZJ010255.jpg,S0136,0.0,0.653,"(233, 525, 107, 111)","[0.814, 0.6361, 0.1859, 0.3194]",True
ZJ010256,train_features/ZJ010256.jpg,S0060,2.0,0.849,"(287, 137, 194, 94)","[0.1385, 0.524, 0.1062, 0.374]",True
ZJ010257,train_features/ZJ010257.jpg,S0002,4.0,0.74,"(255, 144, 9, 27)","[0.2187, 0.6972, 0.05468, 0.04722]",True
ZJ010258,train_features/ZJ010258.jpg,S0141,3.0,0.776,"(168, 259, 45, 63)","[0.3984, 0.4895, 0.1109, 0.1582]",True
ZJ010259,train_features/ZJ010259.jpg,S0083,2.0,0.872,"(88, 4, 431, 147)","[0, 0.1555, 0.1614, 0.8129]",True
ZJ010260,train_features/ZJ010260.jpg,S0136,0.0,0.726,"(231, 320, 82, 130)","[0.4937, 0.6305, 0.2156, 0.25]",True
ZJ010261,train_features/ZJ010261.jpg,S0014,4.0,0.899,"(171, 175, 77, 118)","[0.2671, 0.4638, 0.1968, 0.2361]",True
ZJ010262,train_features/ZJ010262.jpg,S0123,0.0,0.546,"(220, 363, 38, 116)","[0.5609, 0.5999, 0.1937, 0.1277]",True
ZJ010263,train_features/ZJ010263.jpg,S0042,3.0,,,,False
ZJ010264,train_features/ZJ010264.jpg,S0160,0.0,0.952,"(252, 120, 79, 78)","[0.1812, 0.7402, 0.1343, 0.2597]",True
ZJ010265,train_features/ZJ010265.jpg,S0083,2.0,0.663,"(113, 635, 406, 321)","[0.6572, 0.2018, 0.3427, 0.7666]",True
ZJ010266,train_features/ZJ010266.jpg,S0141,3.0,0.787,"(242, 280, 57, 66)","[0.4312, 0.6611, 0.1156, 0.1805]",True
ZJ010267,train_features/ZJ010267.jpg,S0031,2.0,0.239,"(5, 4, 351, 97)","[0, 0.002777, 0.164, 0.9972]",True
ZJ010268,train_features/ZJ010268.jpg,S0053,3.0,0.853,"(230, 871, 146, 85)","[0.9031, 0.4185, 0.09687, 0.2851]",True
ZJ010269,train_features/ZJ010269.jpg,S0038,1.0,0.553,"(4, 5, 506, 950)","[0.001041, 0, 0.9979, 0.998]",True
ZJ010270,train_features/ZJ010270.jpg,S0134,1.0,0.163,"(372, 68, 30, 46)","[0.06666, 0.6814, 0.05624, 0.07037]",True
ZJ010271,train_features/ZJ010271.jpg,S0027,3.0,0.86,"(275, 559, 81, 77)","[0.8671, 0.7527, 0.1328, 0.2472]",True
ZJ010272,train_features/ZJ010272.jpg,S0150,3.0,0.706,"(182, 474, 121, 162)","[0.7343, 0.4944, 0.2656, 0.3583]",True
ZJ010273,train_features/ZJ010273.jpg,S0070,1.0,0.303,"(387, 714, 108, 242)","[0.7395, 0.7092, 0.2604, 0.2148]",True
ZJ010274,train_features/ZJ010274.jpg,S0021,2.0,0.796,"(177, 422, 59, 75)","[0.6531, 0.4805, 0.1296, 0.1861]",True
ZJ010275,train_features/ZJ010275.jpg,S0038,1.0,0.694,"(316, 740, 194, 216)","[0.7666, 0.6058, 0.2333, 0.3922]",True
ZJ010276,train_features/ZJ010276.jpg,S0074,0.0,0.197,"(323, 145, 17, 130)","[0.2203, 0.8861, 0.2156, 0.06944]",True
ZJ010277,train_features/ZJ010277.jpg,S0164,4.0,0.895,"(162, 32, 73, 101)","[0.07777, 0.6583, 0.3027, 0.3375]",True
ZJ010278,train_features/ZJ010278.jpg,S0120,2.0,0.313,"(101, 364, 226, 92)","[0.375, 0.1796, 0.1041, 0.4333]",True
ZJ010279,train_features/ZJ010279.jpg,S0008,4.0,0.913,"(166, 4, 173, 632)","[0, 0.45, 1.0, 0.5027]",True
ZJ010280,train_features/ZJ010280.jpg,S0060,2.0,0.941,"(337, 4, 181, 351)","[0, 0.6166, 0.3739, 0.3499]",True
ZJ010281,train_features/ZJ010281.jpg,S0136,0.0,0.282,"(309, 467, 30, 145)","[0.7234, 0.8472, 0.239, 0.1055]",True
ZJ010282,train_features/ZJ010282.jpg,S0088,1.0,0.0122,"(164, 545, 72, 91)","[0.8453, 0.4444, 0.1546, 0.2222]",True
ZJ010283,train_features/ZJ010283.jpg,S0009,0.0,0.886,"(286, 566, 54, 70)","[0.8781, 0.7833, 0.1218, 0.1722]",True
ZJ010284,train_features/ZJ010284.jpg,S0185,0.0,0.854,"(32, 4, 324, 631)","[0, 0.07777, 0.9984, 0.9222]",True
ZJ010285,train_features/ZJ010285.jpg,S0141,3.0,0.706,"(242, 210, 41, 66)","[0.3218, 0.6611, 0.1156, 0.1361]",True
ZJ010286,train_features/ZJ010286.jpg,S0002,4.0,0.454,"(142, 349, 88, 27)","[0.539, 0.3833, 0.05468, 0.2666]",True
ZJ010287,train_features/ZJ010287.jpg,S0077,1.0,0.267,"(110, 524, 119, 43)","[0.8124, 0.2944, 0.07968, 0.3527]",True
ZJ010288,train_features/ZJ010288.jpg,S0045,4.0,0.0291,"(221, 4, 92, 120)","[0, 0.6027, 0.2, 0.2777]",True
ZJ010289,train_features/ZJ010289.jpg,S0159,2.0,0.584,"(82, 4, 34, 68)","[0, 0.6499, 0.4749, 0.3499]",True
ZJ010290,train_features/ZJ010290.jpg,S0049,3.0,0.931,"(179, 417, 113, 202)","[0.6453, 0.4861, 0.3281, 0.3361]",True
ZJ010291,train_features/ZJ010291.jpg,S0009,0.0,0.945,"(264, 44, 75, 339)","[0.0625, 0.7222, 0.5421, 0.2305]",True
ZJ010292,train_features/ZJ010292.jpg,S0170,1.0,,,,False
ZJ010293,train_features/ZJ010293.jpg,S0051,4.0,0.294,"(239, 742, 33, 82)","[0.7687, 0.4351, 0.09375, 0.07592]",True
ZJ010294,train_features/ZJ010294.jpg,S0038,1.0,0.209,"(201, 4, 319, 140)","[0, 0.3648, 0.1541, 0.6055]",True
ZJ010295,train_features/ZJ010295.jpg,S0060,2.0,0.783,"(213, 5, 158, 205)","[0.001041, 0.387, 0.2218, 0.3074]",True
ZJ010296,train_features/ZJ010296.jpg,S0174,1.0,,,,False
ZJ010297,train_features/ZJ010297.jpg,S0050,1.0,0.0111,"(482, 797, 37, 159)","[0.826, 0.8851, 0.1739, 0.08333]",True
ZJ010298,train_features/ZJ010298.jpg,S0085,4.0,0.0301,"(144, 9, 43, 34)","[0.007812, 0.3888, 0.06562, 0.1416]",True
ZJ010299,train_features/ZJ010299.jpg,S0062,2.0,0.608,"(360, 202, 49, 101)","[0.2062, 0.6592, 0.1135, 0.1055]",True
ZJ010300,train_features/ZJ010300.jpg,S0063,1.0,0.902,"(389, 653, 82, 116)","[0.676, 0.7129, 0.1291, 0.1666]",True
ZJ010301,train_features/ZJ010301.jpg,S0009,0.0,0.881,"(254, 4, 85, 168)","[0, 0.6944, 0.275, 0.2583]",True
ZJ010302,train_features/ZJ010302.jpg,S0022,0.0,0.631,"(194, 302, 78, 165)","[0.4656, 0.5277, 0.2703, 0.2388]",True
ZJ010303,train_features/ZJ010303.jpg,S0063,1.0,0.895,"(319, 50, 117, 61)","[0.04791, 0.5833, 0.07187, 0.2314]",True
ZJ010304,train_features/ZJ010304.jpg,S0051,4.0,0.00504,"(245, 4, 89, 46)","[0, 0.4462, 0.05624, 0.1796]",True
ZJ010305,train_features/ZJ010305.jpg,S0170,1.0,0.0338,"(113, 4, 78, 45)","[0, 0.4541, 0.1472, 0.3583]",True
ZJ010306,train_features/ZJ010306.jpg,S0063,1.0,0.876,"(260, 76, 145, 166)","[0.075, 0.474, 0.1812, 0.2833]",True
ZJ010307,train_features/ZJ010307.jpg,S0008,4.0,0.359,"(4, 4, 335, 407)","[0, 0, 0.6484, 0.9527]",True
ZJ010308,train_features/ZJ010308.jpg,S0020,4.0,0.895,"(300, 452, 103, 217)","[0.4666, 0.5481, 0.2343, 0.2055]",True
ZJ010309,train_features/ZJ010309.jpg,S0095,2.0,0.939,"(248, 38, 245, 167)","[0.03541, 0.4518, 0.1822, 0.4685]",True
ZJ010310,train_features/ZJ010310.jpg,S0179,4.0,0.161,"(174, 4, 61, 11)","[0, 0.7083, 0.05277, 0.2874]",True
ZJ010311,train_features/ZJ010311.jpg,S0020,4.0,0.00944,"(463, 4, 56, 155)","[0, 0.85, 0.1697, 0.1185]",True
ZJ010312,train_features/ZJ010312.jpg,S0060,2.0,0.537,"(342, 498, 119, 135)","[0.5145, 0.6259, 0.1489, 0.2351]",True
ZJ010313,train_features/ZJ010313.jpg,S0122,0.0,0.0119,"(207, 507, 132, 27)","[0.7859, 0.5638, 0.05468, 0.3888]",True
ZJ010314,train_features/ZJ010314.jpg,S0061,1.0,0.00541,"(216, 909, 70, 47)","[0.9427, 0.3925, 0.05729, 0.1444]",True
ZJ010315,train_features/ZJ010315.jpg,S0043,3.0,0.152,"(4, 429, 335, 207)","[0.664, 0, 0.3359, 0.9527]",True
ZJ010316,train_features/ZJ010316.jpg,S0180,4.0,0.828,"(121, 155, 57, 87)","[0.4194, 0.4874, 0.2638, 0.2708]",True
ZJ010317,train_features/ZJ010317.jpg,S0080,1.0,0.02,"(65, 100, 43, 56)","[0.6, 0.5083, 0.4, 0.425]",True
ZJ010318,train_features/ZJ010318.jpg,S0196,2.0,0.22,"(76, 236, 68, 24)","[0.6444, 0.3, 0.08888, 0.3166]",True
ZJ010319,train_features/ZJ010319.jpg,S0062,2.0,0.958,"(211, 566, 308, 181)","[0.5854, 0.3833, 0.1968, 0.5851]",True
ZJ010320,train_features/ZJ010320.jpg,S0160,0.0,0.598,"(156, 4, 185, 296)","[0, 0.4222, 0.4749, 0.5361]",True
ZJ010321,train_features/ZJ010321.jpg,S0131,0.0,,,,False
ZJ010322,train_features/ZJ010322.jpg,S0123,0.0,0.016,"(228, 4, 110, 134)","[0, 0.6222, 0.2218, 0.3277]",True
ZJ010323,train_features/ZJ010323.jpg,S0008,4.0,0.385,"(249, 4, 90, 134)","[0, 0.6805, 0.2218, 0.2722]",True
ZJ010324,train_features/ZJ010324.jpg,S0038,1.0,0.00907,"(22, 815, 496, 141)","[0.8447, 0.03333, 0.1552, 0.9333]",True
ZJ010325,train_features/ZJ010325.jpg,S0004,2.0,0.678,"(299, 556, 23, 32)","[0.8625, 0.8194, 0.0625, 0.08611]",True
ZJ010326,train_features/ZJ010326.jpg,S0164,4.0,0.0472,"(154, 341, 72, 15)","[0.9361, 0.625, 0.06388, 0.3333]",True
ZJ010327,train_features/ZJ010327.jpg,S0060,2.0,0.594,"(329, 370, 100, 102)","[0.3812, 0.6018, 0.1145, 0.2]",True
ZJ010328,train_features/ZJ010328.jpg,S0002,4.0,0.561,"(4, 367, 329, 269)","[0.5671, 0, 0.4328, 0.9361]",True
ZJ010329,train_features/ZJ010329.jpg,S0060,2.0,0.65,"(292, 818, 78, 132)","[0.8479, 0.5333, 0.1458, 0.1592]",True
ZJ010330,train_features/ZJ010330.jpg,S0127,3.0,0.851,"(226, 4, 103, 118)","[0, 0.6166, 0.1968, 0.3083]",True
ZJ010331,train_features/ZJ010331.jpg,S0001,0.0,0.00513,"(5, 4, 334, 632)","[0, 0.002777, 1.0, 0.9499]",True
