id,filepath,site,conf,bbox,bbox_normalized,bbox_true
ZJ019274,test_features/ZJ019274.jpg,S0040,0.912,"(317, 588, 202, 368)","[0.6083, 0.5796, 0.3916, 0.3888]",True
ZJ019275,test_features/ZJ019275.jpg,S0162,0.923,"(49, 291, 387, 484)","[0.2989, 0.08333, 0.5124, 0.7314]",True
ZJ019276,test_features/ZJ019276.jpg,S0162,0.0256,"(289, 429, 78, 42)","[0.4427, 0.5277, 0.05208, 0.1592]",True
ZJ019277,test_features/ZJ019277.jpg,S0126,0.748,"(507, 771, 12, 122)","[0.7989, 0.9314, 0.1354, 0.03703]",True
ZJ019278,test_features/ZJ019278.jpg,S0066,0.521,"(151, 476, 80, 49)","[0.7374, 0.4083, 0.08906, 0.2444]",True
ZJ019279,test_features/ZJ019279.jpg,S0128,0.815,"(207, 303, 63, 91)","[0.4671, 0.5638, 0.1546, 0.1972]",True
ZJ019280,test_features/ZJ019280.jpg,S0100,0.224,"(212, 187, 125, 125)","[0.2859, 0.5777, 0.2078, 0.3694]",True
ZJ019281,test_features/ZJ019281.jpg,S0086,0.0275,"(207, 4, 29, 11)","[0, 0.8458, 0.05937, 0.1541]",True
ZJ019282,test_features/ZJ019282.jpg,S0064,0.205,"(290, 657, 181, 299)","[0.6802, 0.5296, 0.3197, 0.3499]",True
ZJ019283,test_features/ZJ019283.jpg,S0055,0.0208,"(57, 266, 91, 164)","[0.4093, 0.1472, 0.2687, 0.275]",True
ZJ019284,test_features/ZJ019284.jpg,S0162,0.0294,"(416, 379, 103, 182)","[0.3906, 0.7629, 0.1979, 0.2055]",True
ZJ019285,test_features/ZJ019285.jpg,S0072,0.476,"(410, 340, 45, 43)","[0.35, 0.7518, 0.05312, 0.09814]",True
ZJ019286,test_features/ZJ019286.jpg,S0040,0.811,"(141, 749, 149, 207)","[0.776, 0.2537, 0.2239, 0.2907]",True
ZJ019287,test_features/ZJ019287.jpg,S0011,0.0428,"(207, 327, 35, 61)","[0.5046, 0.5638, 0.1078, 0.1194]",True
ZJ019288,test_features/ZJ019288.jpg,S0082,0.581,"(185, 328, 236, 87)","[0.3374, 0.3351, 0.09895, 0.4518]",True
ZJ019289,test_features/ZJ019289.jpg,S0199,0.263,"(149, 132, 19, 45)","[0.3555, 0.6041, 0.1472, 0.1124]",True
ZJ019290,test_features/ZJ019290.jpg,S0033,0.885,"(166, 285, 173, 299)","[0.439, 0.45, 0.4796, 0.5027]",True
ZJ019291,test_features/ZJ019291.jpg,S0055,0.671,"(145, 4, 73, 201)","[0, 0.3916, 0.3265, 0.2249]",True
ZJ019292,test_features/ZJ019292.jpg,S0040,0.948,"(149, 184, 159, 485)","[0.1875, 0.2685, 0.5135, 0.3092]",True
ZJ019293,test_features/ZJ019293.jpg,S0052,0.562,"(109, 381, 410, 574)","[0.3927, 0.1944, 0.6062, 0.774]",True
ZJ019294,test_features/ZJ019294.jpg,S0037,0.773,"(179, 75, 71, 122)","[0.1109, 0.4861, 0.2031, 0.2194]",True
ZJ019295,test_features/ZJ019295.jpg,S0116,0.841,"(273, 387, 65, 45)","[0.5984, 0.7472, 0.08281, 0.2027]",True
ZJ019296,test_features/ZJ019296.jpg,S0064,,,,False
ZJ019297,test_features/ZJ019297.jpg,S0012,0.588,"(334, 581, 85, 150)","[0.601, 0.6111, 0.1645, 0.1722]",True
ZJ019298,test_features/ZJ019298.jpg,S0116,0.883,"(239, 413, 92, 32)","[0.639, 0.7014, 0.0625, 0.2985]",True
ZJ019299,test_features/ZJ019299.jpg,S0072,0.691,"(403, 400, 32, 151)","[0.4125, 0.7388, 0.1656, 0.07407]",True
ZJ019300,test_features/ZJ019300.jpg,S0072,0.776,"(496, 415, 24, 57)","[0.4281, 0.9111, 0.0677, 0.05925]",True
ZJ019301,test_features/ZJ019301.jpg,S0072,0.871,"(405, 406, 114, 150)","[0.4187, 0.7425, 0.1645, 0.2259]",True
ZJ019302,test_features/ZJ019302.jpg,S0040,0.0234,"(291, 4, 227, 688)","[0, 0.5314, 0.725, 0.4351]",True
ZJ019303,test_features/ZJ019303.jpg,S0140,0.908,"(412, 830, 107, 126)","[0.8604, 0.7555, 0.1395, 0.2129]",True
ZJ019304,test_features/ZJ019304.jpg,S0128,0.955,"(179, 218, 123, 155)","[0.3343, 0.4861, 0.2546, 0.3638]",True
ZJ019305,test_features/ZJ019305.jpg,S0128,0.247,"(318, 4, 22, 78)","[0, 0.8722, 0.1343, 0.08333]",True
ZJ019306,test_features/ZJ019306.jpg,S0091,0.848,"(318, 582, 200, 229)","[0.602, 0.5814, 0.2468, 0.3851]",True
ZJ019307,test_features/ZJ019307.jpg,S0142,0.193,"(323, 407, 33, 56)","[0.6296, 0.8861, 0.1, 0.1138]",True
ZJ019308,test_features/ZJ019308.jpg,S0072,0.882,"(410, 299, 71, 257)","[0.3072, 0.7518, 0.276, 0.1462]",True
ZJ019309,test_features/ZJ019309.jpg,S0126,0.433,"(426, 265, 93, 97)","[0.2718, 0.7814, 0.1093, 0.187]",True
ZJ019310,test_features/ZJ019310.jpg,S0066,0.641,"(148, 588, 57, 48)","[0.9125, 0.3999, 0.08749, 0.1805]",True
ZJ019311,test_features/ZJ019311.jpg,S0128,0.846,"(233, 225, 91, 167)","[0.3453, 0.6361, 0.2734, 0.275]",True
ZJ019312,test_features/ZJ019312.jpg,S0040,0.975,"(4, 353, 506, 603)","[0.3635, 0, 0.6364, 0.998]",True
ZJ019313,test_features/ZJ019313.jpg,S0100,0.568,"(43, 4, 296, 564)","[0, 0.1083, 0.8937, 0.8444]",True
ZJ019314,test_features/ZJ019314.jpg,S0082,0.0694,"(362, 410, 128, 158)","[0.4229, 0.6629, 0.1729, 0.2518]",True
ZJ019315,test_features/ZJ019315.jpg,S0072,0.0746,"(349, 225, 51, 33)","[0.2302, 0.6699, 0.0427, 0.1145]",True
ZJ019316,test_features/ZJ019316.jpg,S0072,0.0772,"(189, 321, 98, 52)","[0.3302, 0.3592, 0.0625, 0.2058]",True
ZJ019317,test_features/ZJ019317.jpg,S0091,0.923,"(366, 649, 139, 131)","[0.6718, 0.6703, 0.1447, 0.2722]",True
ZJ019318,test_features/ZJ019318.jpg,S0116,0.0461,"(295, 4, 44, 63)","[0, 0.8083, 0.1109, 0.1444]",True
ZJ019319,test_features/ZJ019319.jpg,S0114,0.128,"(5, 4, 334, 631)","[0, 0.002777, 0.9984, 0.9499]",True
ZJ019320,test_features/ZJ019320.jpg,S0040,0.513,"(143, 859, 132, 97)","[0.8906, 0.2574, 0.1093, 0.2592]",True
ZJ019321,test_features/ZJ019321.jpg,S0040,0.109,"(253, 517, 54, 81)","[0.5343, 0.4611, 0.0927, 0.1148]",True
ZJ019322,test_features/ZJ019322.jpg,S0012,0.636,"(341, 584, 81, 126)","[0.6041, 0.624, 0.1395, 0.1648]",True
ZJ019323,test_features/ZJ019323.jpg,S0040,0.452,"(289, 6, 230, 949)","[0.002083, 0.5277, 0.9968, 0.4407]",True
ZJ019324,test_features/ZJ019324.jpg,S0128,0.226,"(336, 551, 4, 71)","[0.8546, 0.9222, 0.1234, 0.03333]",True
ZJ019325,test_features/ZJ019325.jpg,S0128,0.769,"(242, 172, 27, 73)","[0.2625, 0.6611, 0.1265, 0.09722]",True
ZJ019326,test_features/ZJ019326.jpg,S0162,0.0111,"(297, 391, 24, 26)","[0.4031, 0.5425, 0.03541, 0.05925]",True
ZJ019327,test_features/ZJ019327.jpg,S0041,0.348,"(159, 465, 31, 37)","[0.7203, 0.4305, 0.07031, 0.1083]",True
ZJ019328,test_features/ZJ019328.jpg,S0162,0.00728,"(385, 4, 135, 86)","[0, 0.7055, 0.09791, 0.2648]",True
ZJ019329,test_features/ZJ019329.jpg,S0189,0.915,"(172, 152, 50, 71)","[0.4111, 0.6999, 0.2194, 0.2416]",True
ZJ019330,test_features/ZJ019330.jpg,S0151,0.617,"(255, 242, 99, 389)","[0.3718, 0.6972, 0.6203, 0.2972]",True
ZJ019331,test_features/ZJ019331.jpg,S0052,0.879,"(310, 477, 210, 479)","[0.4927, 0.5666, 0.5072, 0.4037]",True
ZJ019332,test_features/ZJ019332.jpg,S0116,0.885,"(240, 333, 100, 69)","[0.514, 0.6555, 0.1203, 0.3]",True
ZJ019333,test_features/ZJ019333.jpg,S0128,0.804,"(165, 4, 175, 274)","[0, 0.4472, 0.4406, 0.5083]",True
ZJ019334,test_features/ZJ019334.jpg,S0162,0.408,"(226, 838, 108, 118)","[0.8687, 0.4111, 0.1312, 0.2148]",True
ZJ019335,test_features/ZJ019335.jpg,S0114,0.635,"(4, 4, 327, 496)","[0, 0, 0.7875, 1.0]",True
ZJ019336,test_features/ZJ019336.jpg,S0165,0.108,"(130, 222, 42, 23)","[0.6055, 0.5249, 0.08611, 0.2083]",True
ZJ019337,test_features/ZJ019337.jpg,S0041,0.834,"(171, 491, 94, 87)","[0.7609, 0.4638, 0.1484, 0.2833]",True
ZJ019338,test_features/ZJ019338.jpg,S0114,0.736,"(4, 4, 335, 213)","[0, 0, 0.3453, 0.9527]",True
ZJ019339,test_features/ZJ019339.jpg,S0041,0.761,"(171, 422, 113, 146)","[0.6531, 0.4638, 0.2406, 0.3361]",True
ZJ019340,test_features/ZJ019340.jpg,S0040,0.288,"(291, 4, 227, 679)","[0, 0.5314, 0.7156, 0.4351]",True
ZJ019341,test_features/ZJ019341.jpg,S0012,,,,False
ZJ019342,test_features/ZJ019342.jpg,S0040,0.865,"(167, 744, 144, 211)","[0.7708, 0.3018, 0.2281, 0.2814]",True
ZJ019343,test_features/ZJ019343.jpg,S0055,0.861,"(81, 285, 228, 351)","[0.439, 0.2138, 0.5609, 0.6555]",True
ZJ019344,test_features/ZJ019344.jpg,S0040,0.719,"(275, 154, 83, 141)","[0.1562, 0.5018, 0.1552, 0.1685]",True
ZJ019345,test_features/ZJ019345.jpg,S0082,0.65,"(165, 321, 122, 59)","[0.3302, 0.2981, 0.06979, 0.2407]",True
ZJ019346,test_features/ZJ019346.jpg,S0040,0.757,"(315, 4, 116, 175)","[0, 0.5759, 0.1906, 0.2296]",True
ZJ019347,test_features/ZJ019347.jpg,S0162,0.0427,"(186, 923, 96, 33)","[0.9572, 0.337, 0.0427, 0.1925]",True
ZJ019348,test_features/ZJ019348.jpg,S0128,0.524,"(272, 280, 24, 54)","[0.4312, 0.8, 0.09687, 0.09552]",True
ZJ019349,test_features/ZJ019349.jpg,S0128,0.8,"(214, 323, 55, 77)","[0.4984, 0.5833, 0.1328, 0.1749]",True
ZJ019350,test_features/ZJ019350.jpg,S0145,0.267,"(270, 561, 64, 75)","[0.8703, 0.7388, 0.1296, 0.2]",True
ZJ019351,test_features/ZJ019351.jpg,S0162,0.826,"(326, 666, 194, 290)","[0.6895, 0.5962, 0.3104, 0.374]",True
ZJ019352,test_features/ZJ019352.jpg,S0116,0.837,"(289, 314, 51, 56)","[0.4843, 0.7916, 0.1, 0.1638]",True
ZJ019353,test_features/ZJ019353.jpg,S0065,0.331,"(245, 354, 50, 29)","[0.5468, 0.6694, 0.05781, 0.1611]",True
ZJ019354,test_features/ZJ019354.jpg,S0086,0.841,"(287, 38, 44, 103)","[0.05312, 0.8447, 0.1734, 0.1552]",True
ZJ019355,test_features/ZJ019355.jpg,S0066,0.617,"(223, 482, 31, 29)","[0.7468, 0.6083, 0.05781, 0.1083]",True
ZJ019356,test_features/ZJ019356.jpg,S0082,,,,False
ZJ019357,test_features/ZJ019357.jpg,S0116,0.79,"(306, 107, 34, 68)","[0.1609, 0.8388, 0.1187, 0.1166]",True
ZJ019358,test_features/ZJ019358.jpg,S0040,0.557,"(290, 4, 230, 683)","[0, 0.5296, 0.7197, 0.4407]",True
ZJ019359,test_features/ZJ019359.jpg,S0040,0.942,"(248, 5, 271, 515)","[0.001041, 0.4518, 0.5447, 0.5166]",True
ZJ019360,test_features/ZJ019360.jpg,S0091,0.681,"(360, 903, 76, 53)","[0.9364, 0.6592, 0.06354, 0.1555]",True
ZJ019361,test_features/ZJ019361.jpg,S0082,0.582,"(7, 236, 512, 719)","[0.2416, 0.005555, 0.7572, 0.9629]",True
ZJ019362,test_features/ZJ019362.jpg,S0116,0.881,"(240, 256, 80, 103)","[0.3937, 0.6555, 0.1734, 0.2444]",True
ZJ019363,test_features/ZJ019363.jpg,S0142,0.244,"(175, 4, 58, 35)","[0, 0.4749, 0.06718, 0.1833]",True
ZJ019364,test_features/ZJ019364.jpg,S0142,0.0801,"(320, 407, 35, 61)","[0.6296, 0.8777, 0.1078, 0.1194]",True
ZJ019365,test_features/ZJ019365.jpg,S0040,0.966,"(149, 100, 160, 550)","[0.09999, 0.2685, 0.5812, 0.3111]",True
ZJ019366,test_features/ZJ019366.jpg,S0065,,,,False
ZJ019367,test_features/ZJ019367.jpg,S0126,0.848,"(413, 497, 71, 163)","[0.5135, 0.7574, 0.1781, 0.1462]",True
ZJ019368,test_features/ZJ019368.jpg,S0116,0.762,"(284, 526, 56, 110)","[0.8156, 0.7777, 0.1843, 0.1777]",True
ZJ019369,test_features/ZJ019369.jpg,S0040,0.828,"(4, 172, 506, 783)","[0.1749, 0, 0.8239, 0.998]",True
ZJ019370,test_features/ZJ019370.jpg,S0086,0.442,"(118, 154, 70, 30)","[0.4687, 0.4749, 0.1187, 0.3249]",True
ZJ019371,test_features/ZJ019371.jpg,S0142,0.0125,"(182, 4, 51, 37)","[0, 0.4944, 0.07031, 0.1638]",True
ZJ019372,test_features/ZJ019372.jpg,S0065,0.514,"(238, 354, 101, 34)","[0.5468, 0.6499, 0.06562, 0.3027]",True
ZJ019373,test_features/ZJ019373.jpg,S0072,0.0192,"(348, 151, 50, 97)","[0.1531, 0.6679, 0.1093, 0.1126]",True
ZJ019374,test_features/ZJ019374.jpg,S0064,0.836,"(340, 408, 84, 280)","[0.4208, 0.6222, 0.3, 0.1703]",True
ZJ019375,test_features/ZJ019375.jpg,S0072,0.0593,"(320, 303, 77, 110)","[0.3114, 0.5851, 0.1229, 0.1574]",True
ZJ019376,test_features/ZJ019376.jpg,S0064,0.448,"(195, 261, 227, 495)","[0.2677, 0.3537, 0.5239, 0.4351]",True
ZJ019377,test_features/ZJ019377.jpg,S0142,0.244,"(175, 4, 63, 37)","[0, 0.475, 0.07031, 0.1972]",True
ZJ019378,test_features/ZJ019378.jpg,S0040,0.0597,"(291, 4, 227, 679)","[0, 0.5314, 0.7156, 0.4351]",True
ZJ019379,test_features/ZJ019379.jpg,S0162,0.735,"(306, 312, 76, 86)","[0.3208, 0.5592, 0.09791, 0.1555]",True
ZJ019380,test_features/ZJ019380.jpg,S0100,,,,False
ZJ019381,test_features/ZJ019381.jpg,S0082,0.58,"(260, 43, 190, 141)","[0.04062, 0.474, 0.1552, 0.3666]",True
ZJ019382,test_features/ZJ019382.jpg,S0162,0.378,"(378, 409, 142, 289)","[0.4218, 0.6925, 0.3093, 0.2777]",True
ZJ019383,test_features/ZJ019383.jpg,S0135,0.0314,"(203, 4, 136, 147)","[0, 0.5527, 0.2421, 0.4]",True
ZJ019384,test_features/ZJ019384.jpg,S0114,0.839,"(4, 107, 335, 529)","[0.1609, 0, 0.839, 0.9527]",True
ZJ019385,test_features/ZJ019385.jpg,S0199,0.257,"(141, 64, 23, 113)","[0.1666, 0.5708, 0.3361, 0.1291]",True
ZJ019386,test_features/ZJ019386.jpg,S0151,0.403,"(232, 127, 44, 84)","[0.1921, 0.6333, 0.1437, 0.1444]",True
ZJ019387,test_features/ZJ019387.jpg,S0114,0.261,"(5, 4, 334, 631)","[0, 0.002777, 0.9984, 0.9499]",True
ZJ019388,test_features/ZJ019388.jpg,S0111,0.799,"(193, 418, 54, 30)","[0.6468, 0.5249, 0.05937, 0.1722]",True
ZJ019389,test_features/ZJ019389.jpg,S0057,0.00837,"(5, 4, 512, 952)","[0, 0.001851, 1.0, 0.9629]",True
ZJ019390,test_features/ZJ019390.jpg,S0072,0.454,"(350, 223, 50, 32)","[0.2281, 0.6718, 0.04166, 0.1126]",True
ZJ019391,test_features/ZJ019391.jpg,S0086,0.168,"(65, 18, 71, 80)","[0.04375, 0.2837, 0.275, 0.3674]",True
ZJ019392,test_features/ZJ019392.jpg,S0072,0.925,"(417, 422, 103, 126)","[0.4354, 0.7648, 0.1395, 0.2055]",True
ZJ019393,test_features/ZJ019393.jpg,S0111,0.854,"(115, 386, 138, 48)","[0.5968, 0.3083, 0.08749, 0.4055]",True
ZJ019394,test_features/ZJ019394.jpg,S0033,0.703,"(97, 19, 50, 119)","[0.02343, 0.2583, 0.1984, 0.1611]",True
ZJ019395,test_features/ZJ019395.jpg,S0162,0.611,"(279, 898, 93, 58)","[0.9312, 0.5092, 0.06875, 0.187]",True
ZJ019396,test_features/ZJ019396.jpg,S0126,0.917,"(452, 543, 68, 219)","[0.5614, 0.8296, 0.2364, 0.1407]",True
ZJ019397,test_features/ZJ019397.jpg,S0052,,,,False
ZJ019398,test_features/ZJ019398.jpg,S0100,,,,False
ZJ019399,test_features/ZJ019399.jpg,S0040,0.713,"(275, 157, 75, 143)","[0.1593, 0.5018, 0.1572, 0.1537]",True
ZJ019400,test_features/ZJ019400.jpg,S0126,0.0102,"(412, 60, 107, 103)","[0.05833, 0.7555, 0.1156, 0.2129]",True
ZJ019401,test_features/ZJ019401.jpg,S0128,0.712,"(227, 377, 112, 234)","[0.5828, 0.6194, 0.3781, 0.3333]",True
ZJ019402,test_features/ZJ019402.jpg,S0116,0.47,"(291, 100, 48, 162)","[0.15, 0.7972, 0.2656, 0.1555]",True
ZJ019403,test_features/ZJ019403.jpg,S0072,0.00986,"(122, 912, 17, 44)","[0.9458, 0.2185, 0.05416, 0.04629]",True
ZJ019404,test_features/ZJ019404.jpg,S0162,0.0508,"(175, 921, 114, 35)","[0.9552, 0.3166, 0.04479, 0.2259]",True
ZJ019405,test_features/ZJ019405.jpg,S0128,0.769,"(220, 177, 77, 132)","[0.2703, 0.5999, 0.2187, 0.2361]",True
ZJ019406,test_features/ZJ019406.jpg,S0111,0.906,"(190, 4, 155, 101)","[0, 0.5166, 0.1703, 0.4527]",True
ZJ019407,test_features/ZJ019407.jpg,S0162,0.829,"(196, 272, 263, 199)","[0.2791, 0.3555, 0.2156, 0.5018]",True
ZJ019408,test_features/ZJ019408.jpg,S0040,0.587,"(213, 519, 83, 88)","[0.5364, 0.387, 0.1, 0.1685]",True
ZJ019409,test_features/ZJ019409.jpg,S0128,0.774,"(223, 330, 112, 247)","[0.5093, 0.6083, 0.3984, 0.3333]",True
ZJ019410,test_features/ZJ019410.jpg,S0116,0.774,"(212, 308, 34, 28)","[0.475, 0.5777, 0.05624, 0.1166]",True
ZJ019411,test_features/ZJ019411.jpg,S0199,0.0244,"(105, 86, 33, 12)","[0.2277, 0.4208, 0.05555, 0.1708]",True
ZJ019412,test_features/ZJ019412.jpg,S0040,0.856,"(203, 320, 88, 200)","[0.3291, 0.3685, 0.2166, 0.1777]",True
ZJ019413,test_features/ZJ019413.jpg,S0064,0.142,"(283, 458, 59, 101)","[0.4729, 0.5166, 0.1135, 0.124]",True
ZJ019414,test_features/ZJ019414.jpg,S0111,0.737,"(227, 130, 77, 55)","[0.1968, 0.6194, 0.09843, 0.2361]",True
ZJ019415,test_features/ZJ019415.jpg,S0114,0.77,"(4, 21, 335, 615)","[0.02656, 0, 0.9734, 0.9527]",True
ZJ019416,test_features/ZJ019416.jpg,S0111,0.957,"(202, 381, 154, 255)","[0.589, 0.5499, 0.4109, 0.4499]",True
ZJ019417,test_features/ZJ019417.jpg,S0116,0.95,"(236, 222, 100, 115)","[0.3406, 0.6444, 0.1921, 0.3]",True
ZJ019418,test_features/ZJ019418.jpg,S0118,,,,False
ZJ019419,test_features/ZJ019419.jpg,S0072,0.39,"(192, 332, 90, 44)","[0.3416, 0.365, 0.05416, 0.1902]",True
ZJ019420,test_features/ZJ019420.jpg,S0034,0.769,"(299, 298, 41, 86)","[0.4593, 0.8194, 0.1468, 0.1361]",True
ZJ019421,test_features/ZJ019421.jpg,S0067,0.931,"(229, 114, 127, 249)","[0.1718, 0.625, 0.4015, 0.375]",True
ZJ019422,test_features/ZJ019422.jpg,S0040,0.951,"(90, 209, 264, 139)","[0.2135, 0.1592, 0.1531, 0.5037]",True
ZJ019423,test_features/ZJ019423.jpg,S0114,0.678,"(4, 4, 335, 631)","[0, 0, 0.9984, 0.9527]",True
ZJ019424,test_features/ZJ019424.jpg,S0072,0.903,"(335, 522, 184, 122)","[0.5395, 0.6129, 0.1354, 0.3555]",True
ZJ019425,test_features/ZJ019425.jpg,S0126,,,,False
ZJ019426,test_features/ZJ019426.jpg,S0128,0.0456,"(119, 587, 86, 47)","[0.9109, 0.3194, 0.08593, 0.2611]",True
ZJ019427,test_features/ZJ019427.jpg,S0128,0.0587,"(223, 4, 94, 15)","[0, 0.6083, 0.03593, 0.2833]",True
ZJ019428,test_features/ZJ019428.jpg,S0114,0.139,"(4, 4, 335, 290)","[0, 0, 0.4656, 0.9527]",True
ZJ019429,test_features/ZJ019429.jpg,S0162,0.327,"(345, 780, 90, 146)","[0.8083, 0.6314, 0.1604, 0.1814]",True
ZJ019430,test_features/ZJ019430.jpg,S0166,,,,False
ZJ019431,test_features/ZJ019431.jpg,S0100,0.869,"(128, 4, 211, 333)","[0, 0.3444, 0.5328, 0.6083]",True
ZJ019432,test_features/ZJ019432.jpg,S0037,0.027,"(4, 4, 352, 72)","[0, 0, 0.125, 1.0]",True
ZJ019433,test_features/ZJ019433.jpg,S0064,0.806,"(334, 411, 96, 237)","[0.4239, 0.6111, 0.2552, 0.1925]",True
ZJ019434,test_features/ZJ019434.jpg,S0166,,,,False
ZJ019435,test_features/ZJ019435.jpg,S0082,0.0413,"(278, 73, 103, 111)","[0.07187, 0.5074, 0.1239, 0.2055]",True
ZJ019436,test_features/ZJ019436.jpg,S0086,0.748,"(144, 112, 56, 54)","[0.3374, 0.5833, 0.1937, 0.2666]",True
ZJ019437,test_features/ZJ019437.jpg,S0116,0.864,"(238, 348, 80, 42)","[0.5375, 0.6499, 0.07812, 0.2444]",True
ZJ019438,test_features/ZJ019438.jpg,S0064,0.347,"(399, 648, 121, 308)","[0.6708, 0.7314, 0.3291, 0.2388]",True
ZJ019439,test_features/ZJ019439.jpg,S0082,0.0125,"(329, 130, 87, 77)","[0.1312, 0.6018, 0.08854, 0.1759]",True
ZJ019440,test_features/ZJ019440.jpg,S0111,0.722,"(183, 347, 36, 58)","[0.5359, 0.4972, 0.1031, 0.1222]",True
ZJ019441,test_features/ZJ019441.jpg,S0166,0.674,"(81, 364, 132, 120)","[0.5625, 0.2138, 0.2, 0.3888]",True
ZJ019442,test_features/ZJ019442.jpg,S0033,0.831,"(71, 74, 268, 195)","[0.1093, 0.1861, 0.3171, 0.7666]",True
ZJ019443,test_features/ZJ019443.jpg,S0100,0.563,"(222, 361, 92, 145)","[0.5578, 0.6055, 0.239, 0.2777]",True
ZJ019444,test_features/ZJ019444.jpg,S0151,0.104,"(239, 166, 34, 74)","[0.2531, 0.6527, 0.1281, 0.1166]",True
ZJ019445,test_features/ZJ019445.jpg,S0057,0.37,"(4, 112, 495, 714)","[0.1124, 0, 0.752, 0.9314]",True
ZJ019446,test_features/ZJ019446.jpg,S0033,0.0997,"(4, 4, 335, 631)","[0, 0, 0.9984, 0.9527]",True
ZJ019447,test_features/ZJ019447.jpg,S0012,0.741,"(272, 457, 95, 107)","[0.4718, 0.4962, 0.1197, 0.1907]",True
ZJ019448,test_features/ZJ019448.jpg,S0040,0.323,"(292, 4, 38, 187)","[0, 0.5333, 0.2031, 0.08518]",True
ZJ019449,test_features/ZJ019449.jpg,S0162,0.877,"(354, 280, 131, 180)","[0.2874, 0.6481, 0.1958, 0.2574]",True
ZJ019450,test_features/ZJ019450.jpg,S0072,,,,False
ZJ019451,test_features/ZJ019451.jpg,S0064,0.273,"(412, 766, 107, 190)","[0.7937, 0.7555, 0.2062, 0.2129]",True
ZJ019452,test_features/ZJ019452.jpg,S0082,0.366,"(332, 626, 134, 157)","[0.6479, 0.6074, 0.1718, 0.2629]",True
ZJ019453,test_features/ZJ019453.jpg,S0052,0.906,"(295, 476, 224, 480)","[0.4916, 0.5388, 0.5083, 0.4296]",True
ZJ019454,test_features/ZJ019454.jpg,S0064,0.849,"(342, 377, 92, 248)","[0.3885, 0.6259, 0.2666, 0.1851]",True
ZJ019455,test_features/ZJ019455.jpg,S0162,0.338,"(364, 463, 156, 357)","[0.4781, 0.6666, 0.3802, 0.3037]",True
ZJ019456,test_features/ZJ019456.jpg,S0067,0.243,"(209, 207, 60, 88)","[0.3171, 0.5694, 0.15, 0.1888]",True
ZJ019457,test_features/ZJ019457.jpg,S0100,0.00551,"(96, 550, 54, 36)","[0.8531, 0.2555, 0.06875, 0.1722]",True
ZJ019458,test_features/ZJ019458.jpg,S0114,0.579,"(4, 5, 326, 622)","[0.001562, 0, 0.9843, 0.997]",True
ZJ019459,test_features/ZJ019459.jpg,S0135,0.022,"(199, 4, 140, 162)","[0, 0.5416, 0.2656, 0.4111]",True
ZJ019460,test_features/ZJ019460.jpg,S0037,0.724,"(193, 264, 80, 101)","[0.4062, 0.5249, 0.1703, 0.2444]",True
ZJ019461,test_features/ZJ019461.jpg,S0040,0.848,"(88, 69, 259, 198)","[0.0677, 0.1555, 0.2145, 0.4944]",True
ZJ019462,test_features/ZJ019462.jpg,S0082,0.404,"(363, 710, 156, 163)","[0.7354, 0.6648, 0.1781, 0.3037]",True
ZJ019463,test_features/ZJ019463.jpg,S0116,0.935,"(282, 325, 58, 70)","[0.5015, 0.7722, 0.1218, 0.1833]",True
ZJ019464,test_features/ZJ019464.jpg,S0116,0.71,"(280, 340, 59, 101)","[0.5249, 0.7666, 0.1703, 0.1861]",True
ZJ019465,test_features/ZJ019465.jpg,S0040,0.0798,"(236, 338, 70, 151)","[0.3479, 0.4296, 0.1656, 0.1444]",True
ZJ019466,test_features/ZJ019466.jpg,S0041,0.55,"(199, 453, 23, 62)","[0.7015, 0.5416, 0.1093, 0.08611]",True
ZJ019467,test_features/ZJ019467.jpg,S0162,0.00719,"(4, 4, 511, 82)","[0, 0, 0.09375, 0.9611]",True
ZJ019468,test_features/ZJ019468.jpg,S0091,0.679,"(317, 576, 184, 201)","[0.5958, 0.5796, 0.2177, 0.3555]",True
ZJ019469,test_features/ZJ019469.jpg,S0126,0.896,"(447, 632, 73, 306)","[0.6541, 0.8203, 0.327, 0.15]",True
ZJ019470,test_features/ZJ019470.jpg,S0162,0.405,"(277, 724, 242, 232)","[0.75, 0.5055, 0.25, 0.4629]",True
ZJ019471,test_features/ZJ019471.jpg,S0189,0.0181,"(193, 4, 31, 73)","[0, 0.7874, 0.2249, 0.1624]",True
ZJ019472,test_features/ZJ019472.jpg,S0114,0.0425,"(222, 89, 67, 195)","[0.1328, 0.6055, 0.3171, 0.2083]",True
ZJ019473,test_features/ZJ019473.jpg,S0040,0.945,"(35, 4, 401, 762)","[0, 0.0574, 0.802, 0.7574]",True
ZJ019474,test_features/ZJ019474.jpg,S0064,0.389,"(398, 753, 122, 203)","[0.7802, 0.7296, 0.2197, 0.2407]",True
ZJ019475,test_features/ZJ019475.jpg,S0067,0.353,"(233, 369, 56, 59)","[0.5703, 0.6361, 0.1046, 0.1777]",True
ZJ019476,test_features/ZJ019476.jpg,S0040,0.784,"(227, 887, 54, 34)","[0.9197, 0.4129, 0.04374, 0.1148]",True
ZJ019477,test_features/ZJ019477.jpg,S0162,0.739,"(403, 221, 116, 310)","[0.226, 0.7388, 0.3312, 0.2296]",True
ZJ019478,test_features/ZJ019478.jpg,S0128,0.0295,"(319, 4, 20, 60)","[0, 0.8749, 0.1062, 0.07777]",True
